ID_actividad,ID_usuario,ID_videojuego,cantidad,veredicto,titulo,texto
741,11,327,0.25,sin,sin,sin
742,98,1970,1.25,sin,sin,sin
743,135,75,1,sin,sin,sin
744,104,14593,1,sin,sin,sin
745,45,7334,40.5,sin,sin,sin
746,95,1011,1.75,sin,sin,sin
747,83,1372,1,sin,sin,sin
748,80,233,4,sin,sin,sin
749,45,538,0.5,sin,sin,sin
750,82,673,100,sin,sin,sin
751,146,537,5,sin,sin,sin
752,85,375,18,sin,sin,sin
753,30,59,100,sin,sin,sin
754,54,8173,3.5,sin,sin,sin
755,77,500,4,sin,sin,sin
756,143,1887,60,sin,sin,sin
757,76,9630,45.5,sin,sin,sin
758,85,11208,43.5,sin,sin,sin
759,124,1942,3.75,sin,sin,sin
760,38,40,4.75,sin,sin,sin
761,124,2031,40,sin,sin,sin
762,98,533,52,sin,sin,sin
763,74,1262,4.25,sin,sin,sin
764,32,231,3.5,sin,sin,sin
765,19,1802,1.75,sin,sin,sin
766,141,623,16,sin,sin,sin
767,23,39,3.5,sin,sin,sin
768,76,501,75,sin,sin,sin
769,87,7599,5,sin,sin,sin
770,89,7346,80.25,sin,sin,sin
771,19,974,1,sin,sin,sin
772,135,1331,0.75,sin,sin,sin
773,119,537,2.25,sin,sin,sin
774,23,132,4.75,sin,sin,sin
775,107,2207,0,sin,sin,sin
776,137,1266,4.75,sin,sin,sin
777,118,1011,5,sin,sin,sin
778,139,20,43,sin,sin,sin
779,107,1026,52,sin,sin,sin
780,69,1802,75,sin,sin,sin
781,89,247,32,sin,sin,sin
782,101,7342,52,sin,sin,sin
783,143,128,1.5,sin,sin,sin
784,149,126,24,sin,sin,sin
785,115,1266,100,sin,sin,sin
786,93,19565,32,sin,sin,sin
787,79,37,4.75,sin,sin,sin
788,87,545,1.5,sin,sin,sin
789,105,533,5,sin,sin,sin
790,132,1121,3.25,sin,sin,sin
791,79,673,48,sin,sin,sin
792,76,979,0.5,sin,sin,sin
793,94,1352,1,sin,sin,sin
794,28,59,1,sin,sin,sin
795,112,43,100,sin,sin,sin
796,111,116,0.25,sin,sin,sin
797,113,132,3.75,sin,sin,sin
798,45,113,0.75,sin,sin,sin
799,47,732,0,sin,sin,sin
800,140,622,2.75,sin,sin,sin
801,115,7323,1.5,sin,sin,sin
802,133,537,2,sin,sin,sin
803,102,1871,3,sin,sin,sin
804,126,673,2.25,sin,sin,sin
805,79,26758,19,sin,sin,sin
806,44,14593,4.25,sin,sin,sin
807,130,39,0.25,sin,sin,sin
808,117,21,90,sin,sin,sin
809,128,16,2,sin,sin,sin
810,136,1887,2.5,sin,sin,sin
811,135,7334,18,sin,sin,sin
812,115,8173,48,sin,sin,sin
813,99,71,0.25,sin,sin,sin
814,91,1802,32,sin,sin,sin
815,98,37,100,sin,sin,sin
816,119,2031,6.5,sin,sin,sin
817,89,16,60,sin,sin,sin
818,97,501,4.5,sin,sin,sin
819,10,1802,2.75,sin,sin,sin
821,64,1331,0.25,sin,sin,sin
822,125,974,48,sin,sin,sin
823,82,1372,60,sin,sin,sin
824,132,1970,16,sin,sin,sin
825,125,7346,0,sin,sin,sin
826,74,21,0,sin,sin,sin
827,45,1020,1,sin,sin,sin
828,141,512,52,sin,sin,sin
829,102,74,,negativo,Peor juego,Peor que mis laboratorios con margen de error del 1000%
830,133,623,0,sin,sin,sin
831,102,1262,1,sin,sin,sin
832,150,730,2.25,sin,sin,sin
833,28,12517,3,sin,sin,sin
834,38,15,2.25,sin,sin,sin
835,79,1331,2,sin,sin,sin
836,129,500,1,sin,sin,sin
837,134,124,0,sin,sin,sin
838,138,1121,3.5,sin,sin,sin
839,32,1011,2.25,sin,sin,sin
840,125,8173,10,sin,sin,sin
841,129,1331,4.75,sin,sin,sin
842,80,231,16,sin,sin,sin
843,140,21,1.75,sin,sin,sin
844,124,1262,60,sin,sin,sin
845,146,3025,52,sin,sin,sin
846,40,1802,0,sin,sin,sin
847,136,2993,2.5,sin,sin,sin
848,127,37,100,sin,sin,sin
849,10,73,4,sin,sin,sin
850,19,7342,32,sin,sin,sin
851,80,116,3.5,sin,sin,sin
852,89,533,2,sin,sin,sin
853,139,73,0.75,sin,sin,sin
854,136,1164,10,sin,sin,sin
855,120,59,75,sin,sin,sin
856,139,74,19.5,sin,sin,sin
857,79,2993,5,sin,sin,sin
858,91,1026,3.5,sin,sin,sin
859,116,19565,48,sin,sin,sin
860,85,358,1.75,sin,sin,sin
861,44,1026,2,sin,sin,sin
862,106,493,17.5,sin,sin,sin
863,113,538,1.5,sin,sin,sin
864,9,343,2.25,sin,sin,sin
865,87,6801,90,sin,sin,sin
866,100,1970,0.5,sin,sin,sin
867,30,1262,1.5,sin,sin,sin
868,78,11198,0.25,sin,sin,sin
869,121,1262,5,sin,sin,sin
870,36,127,5,sin,sin,sin
871,109,109,48,sin,sin,sin
872,93,11198,4.25,sin,sin,sin
873,84,113,48,sin,sin,sin
874,104,1262,3.5,sin,sin,sin
875,126,127,80.25,sin,sin,sin
876,85,979,1.75,sin,sin,sin
877,83,21,32,sin,sin,sin
878,45,1164,1.5,sin,sin,sin
879,86,18,27,sin,sin,sin
880,113,1942,16,sin,sin,sin
881,38,1070,20,sin,sin,sin
882,134,127,0,sin,sin,sin
883,76,124,3,sin,sin,sin
884,36,2155,0.25,sin,sin,sin
885,97,538,1.25,sin,sin,sin
886,104,132,2.25,sin,sin,sin
887,28,7351,24,sin,sin,sin
888,97,26758,,negativo,No entiendo por qué no regalan este juego,Peor que mis laboratorios con margen de error del 1000%
889,47,16,1,sin,sin,sin
890,47,231,75,sin,sin,sin
891,98,472,48,sin,sin,sin
892,126,128,2.75,sin,sin,sin
893,32,247,24,sin,sin,sin
894,28,979,4.5,sin,sin,sin
895,121,75,3,sin,sin,sin
896,146,74,40.5,sin,sin,sin
897,136,1026,4.5,sin,sin,sin
898,30,730,48,sin,sin,sin
899,122,3025,32,sin,sin,sin
900,128,1164,32,sin,sin,sin
901,113,8173,3.75,sin,sin,sin
902,44,,,sin,sin,sin
903,102,673,60,sin,sin,sin
904,98,7351,10,sin,sin,sin
905,130,73,4.5,sin,sin,sin
906,142,1871,16,sin,sin,sin
907,36,7344,2.5,sin,sin,sin
908,142,21,2,sin,sin,sin
909,112,1970,90,sin,sin,sin
910,117,1026,4,sin,sin,sin
911,40,124,32,sin,sin,sin
912,133,230,,negativo,Em... tenía final el juego?,Terriblemente malo
913,32,2993,3.25,sin,sin,sin
914,121,127,2.25,sin,sin,sin
915,112,71,0,sin,sin,sin
916,74,1871,5,sin,sin,sin
917,74,529,2.5,sin,sin,sin
918,89,113,1.25,sin,sin,sin
919,77,1266,16,sin,sin,sin
920,93,1331,0.75,sin,sin,sin
921,130,2031,8,sin,sin,sin
923,11,128,80.25,sin,sin,sin
924,108,20,15.5,sin,sin,sin
925,12,19565,2.75,sin,sin,sin
926,45,11198,1.25,sin,sin,sin
927,137,537,60,sin,sin,sin
928,80,730,2.75,sin,sin,sin
929,135,1887,3.25,sin,sin,sin
930,147,38,1,sin,sin,sin
931,129,733,3.25,sin,sin,sin
932,103,1262,4.25,sin,sin,sin
933,23,11156,3.5,sin,sin,sin
934,40,7344,4.5,sin,sin,sin
935,136,231,3.5,sin,sin,sin
936,95,1887,3,sin,sin,sin
937,131,233,4,sin,sin,sin
938,150,59,4,sin,sin,sin
939,9,73,0.75,sin,sin,sin
940,74,7323,2.75,sin,sin,sin
941,36,15,1,sin,sin,sin
942,81,1802,3.5,sin,sin,sin
943,119,6036,43.5,sin,sin,sin
944,117,2993,48,sin,sin,sin
945,138,1074,42.5,sin,sin,sin
946,96,1372,0.75,sin,sin,sin
947,88,358,80.25,sin,sin,sin
948,30,559,24,sin,sin,sin
949,19,1262,90,sin,sin,sin
950,80,358,32,sin,sin,sin
951,80,1331,1.25,sin,sin,sin
952,106,427,0.75,sin,sin,sin
953,79,1266,32,sin,sin,sin
954,145,72,32,sin,sin,sin
955,74,7342,1.25,sin,sin,sin
956,36,732,60,sin,sin,sin
957,112,75,4.75,sin,sin,sin
958,135,21,1,sin,sin,sin
959,108,538,2.5,sin,sin,sin
960,136,559,2,sin,sin,sin
961,44,427,24,sin,sin,sin
962,101,1372,4.5,sin,sin,sin
963,74,974,4,sin,sin,sin
964,85,960,0,sin,sin,sin
965,22,39,1,sin,sin,sin
966,108,551,80.25,sin,sin,sin
967,36,1011,75,sin,sin,sin
968,136,1942,3,sin,sin,sin
969,129,25076,0.75,sin,sin,sin
970,83,127,1.25,sin,sin,sin
971,107,358,4.5,sin,sin,sin
972,111,7351,24,sin,sin,sin
973,131,2031,14,sin,sin,sin
974,117,116,0.25,sin,sin,sin
975,12,247,80.25,sin,sin,sin
976,121,43,48,sin,sin,sin
977,36,18,27,sin,sin,sin
978,80,9630,9.5,sin,sin,sin
979,112,9630,32,sin,sin,sin
980,86,127,5,sin,sin,sin
981,144,,,sin,sin,sin
982,54,1871,4,sin,sin,sin
983,45,75,0,sin,sin,sin
984,41,14593,80.25,sin,sin,sin
985,107,1942,0.5,sin,sin,sin
986,100,73,2.25,sin,sin,sin
987,115,1942,0,sin,sin,sin
988,97,21,52,sin,sin,sin
989,80,2155,3,sin,sin,sin
990,46,1121,1,sin,sin,sin
991,125,2993,3.75,sin,sin,sin
992,38,1331,1.75,sin,sin,sin
993,137,979,3.25,sin,sin,sin
994,121,247,48,sin,sin,sin
995,137,565,75,sin,sin,sin
996,47,512,2.5,sin,sin,sin
997,115,21,1.5,sin,sin,sin
998,134,11208,30.5,sin,sin,sin
999,135,1262,3.25,sin,sin,sin
1000,110,493,23.5,sin,sin,sin
1001,30,14593,5,sin,sin,sin
1002,119,1011,1.5,sin,sin,sin
1003,11,2993,16,sin,sin,sin
1004,127,1020,100,sin,sin,sin
1005,38,731,3.5,sin,sin,sin
1006,76,1985,60,sin,sin,sin
1007,135,233,1.5,sin,sin,sin
1008,87,960,60,sin,sin,sin
1009,10,500,3,sin,sin,sin
1010,121,7351,32,sin,sin,sin
1011,101,1802,2.5,sin,sin,sin
1012,89,20,,negativo,No entiendo por qué no regalan este juego,Nooo el juego
1013,36,39,1.75,sin,sin,sin
1014,79,124,3,sin,sin,sin
1015,45,39,2.5,sin,sin,sin
1016,11,623,1,sin,sin,sin
1017,127,132,3,sin,sin,sin
1018,102,2993,1.25,sin,sin,sin
1019,82,40,80.25,sin,sin,sin
1020,47,7346,0.75,sin,sin,sin
1021,64,12517,2,sin,sin,sin
1022,79,1985,3.75,sin,sin,sin
1023,144,14593,3.25,sin,sin,sin
1024,124,1020,10,sin,sin,sin
1025,77,59,3,sin,sin,sin
1026,108,247,100,sin,sin,sin
1027,110,9630,44,sin,sin,sin
1028,64,960,52,sin,sin,sin
1029,28,974,32,sin,sin,sin
1030,111,7599,1,sin,sin,sin
1031,113,7323,1,sin,sin,sin
1032,150,327,4.75,sin,sin,sin
1033,135,38,4,sin,sin,sin
1034,96,39,2.75,sin,sin,sin
1035,115,7351,16,sin,sin,sin
1036,23,124,3.25,sin,sin,sin
1037,77,730,1,sin,sin,sin
1038,135,8173,1,sin,sin,sin
1039,145,71,1.5,sin,sin,sin
1040,79,14593,10,sin,sin,sin
1041,54,1352,0.25,sin,sin,sin
1042,76,127,3,sin,sin,sin
1043,44,8173,1.5,sin,sin,sin
1044,134,7351,2.5,sin,sin,sin
1045,98,501,10,sin,sin,sin
1046,111,733,0,sin,sin,sin
1047,91,501,4.75,sin,sin,sin
1048,96,7342,32,sin,sin,sin
1049,134,8173,1,sin,sin,sin
1050,35,974,0.75,sin,sin,sin
1051,139,132,3.75,sin,sin,sin
1052,46,533,2.75,sin,sin,sin
1053,93,127,2.5,sin,sin,sin
1054,47,375,30.5,sin,sin,sin
1055,110,529,0.75,sin,sin,sin
1056,32,7344,0.25,sin,sin,sin
1057,101,1887,1,sin,sin,sin
1058,99,733,16,sin,sin,sin
1059,106,733,0.25,sin,sin,sin
1060,96,1985,80.25,sin,sin,sin
1061,137,427,4.5,sin,sin,sin
1062,109,979,2.75,sin,sin,sin
1063,125,15,0.5,sin,sin,sin
1064,109,478,4.5,sin,sin,sin
1065,106,537,0.5,sin,sin,sin
1067,108,3025,1,sin,sin,sin
1068,130,1372,80.25,sin,sin,sin
1069,27,1352,2,sin,sin,sin
1070,124,974,3,sin,sin,sin
1071,87,39,0,sin,sin,sin
1072,108,529,60,sin,sin,sin
1073,103,623,1.25,sin,sin,sin
1074,86,11133,0.75,sin,sin,sin
1075,78,498,32,sin,sin,sin
1076,79,7342,0.5,sin,sin,sin
1077,86,14593,3.5,sin,sin,sin
1078,117,537,100,sin,sin,sin
1079,27,427,1,sin,sin,sin
1080,131,731,8.5,sin,sin,sin
1081,64,358,1.5,sin,sin,sin
1082,76,40,1.75,sin,sin,sin
1083,82,960,0.5,sin,sin,sin
1084,126,7344,2.25,sin,sin,sin
1085,89,37,75,sin,sin,sin
1086,121,21,0,sin,sin,sin
1087,54,478,80.25,sin,sin,sin
1088,112,1331,1,sin,sin,sin
1089,38,1985,1,sin,sin,sin
1090,11,478,24,sin,sin,sin
1091,138,673,52,sin,sin,sin
1092,138,1942,1,sin,sin,sin
1093,132,239,25.5,sin,sin,sin
1094,131,1068,,positivo,El mejor Juego del Mundo,Ahhhh... un manjarsh
1095,80,1942,100,sin,sin,sin
1096,126,1074,,positivo,Es el guaripolo de los videojuegos,El problema es que este juego No puede ser mejor
1097,111,622,4,sin,sin,sin
1098,89,1070,45.5,sin,sin,sin
1099,116,559,10,sin,sin,sin
1100,143,559,2,sin,sin,sin
1101,38,9630,11,sin,sin,sin
1102,23,73,3.5,sin,sin,sin
1103,139,478,0,sin,sin,sin
1104,109,960,3.5,sin,sin,sin
1105,145,239,,positivo,Buena inversión,Ideal para la pandemia
1106,121,730,3.25,sin,sin,sin
1107,38,231,4.75,sin,sin,sin
1108,129,5503,3.5,sin,sin,sin
1109,80,75,2.25,sin,sin,sin
1110,46,73,2.5,sin,sin,sin
1111,99,1331,24,sin,sin,sin
1112,149,427,90,sin,sin,sin
1113,115,7346,2.75,sin,sin,sin
1114,112,9630,,negativo,Es más malo que malini,La dificultad es terriblemente alta
1115,22,9730,22,sin,sin,sin
1116,102,1372,4.25,sin,sin,sin
1117,22,40,3.75,sin,sin,sin
1118,96,1970,0.75,sin,sin,sin
1120,127,1372,48,sin,sin,sin
1122,147,960,4.5,sin,sin,sin
1123,47,1164,2.5,sin,sin,sin
1124,110,231,5,sin,sin,sin
1125,102,1068,,negativo,Es más malo que malini,Más malo que la pizza helada
1126,129,533,4.5,sin,sin,sin
1127,81,38,1.5,sin,sin,sin
1128,97,128,1.5,sin,sin,sin
1129,82,19560,0,sin,sin,sin
1130,128,529,3.5,sin,sin,sin
1131,46,498,39,sin,sin,sin
1132,94,1011,1.75,sin,sin,sin
1133,78,1121,2.25,sin,sin,sin
1134,109,116,90,sin,sin,sin
1135,45,733,90,sin,sin,sin
1136,106,1029,75,sin,sin,sin
1137,143,8173,1.75,sin,sin,sin
1138,129,18,4,sin,sin,sin
1139,45,623,32,sin,sin,sin
1140,36,8173,0,sin,sin,sin
1141,145,538,5,sin,sin,sin
1142,11,1871,3.5,sin,sin,sin
1143,88,537,90,sin,sin,sin
1144,148,72,16,sin,sin,sin
1145,83,116,1.5,sin,sin,sin
1146,105,1887,4.25,sin,sin,sin
1147,146,71,100,sin,sin,sin
1148,74,7351,0.75,sin,sin,sin
1149,126,2031,38.5,sin,sin,sin
1150,109,76,,positivo,Buena inversión,Muy Entretenido
1151,105,11156,80.25,sin,sin,sin
1152,107,3025,24,sin,sin,sin
1153,115,1384,31.5,sin,sin,sin
1154,125,2031,39,sin,sin,sin
1155,85,623,80.25,sin,sin,sin
1156,83,733,2.75,sin,sin,sin
1157,28,40,32,sin,sin,sin
1158,133,40,3.25,sin,sin,sin
1159,147,74,9,sin,sin,sin
1160,44,116,90,sin,sin,sin
1161,130,233,1.25,sin,sin,sin
1162,130,11198,3.5,sin,sin,sin
1163,95,59,1.25,sin,sin,sin
1164,78,512,52,sin,sin,sin
1165,119,1331,2.75,sin,sin,sin
1166,129,39,1.25,sin,sin,sin
1167,87,434,4.25,sin,sin,sin
1168,102,343,100,sin,sin,sin
1169,46,14593,1.75,sin,sin,sin
1170,22,1887,3.25,sin,sin,sin
1171,107,73,2.75,sin,sin,sin
1172,88,478,0,sin,sin,sin
1173,113,72,1.75,sin,sin,sin
1174,120,2155,32,sin,sin,sin
1175,101,9730,,negativo,Se podrá solicitar la devolución del tiempo perdido en este juego?,Peor que mis laboratorios con margen de error del 1000%
1176,129,1266,2.25,sin,sin,sin
1177,125,1942,1.75,sin,sin,sin
1178,77,559,90,sin,sin,sin
1179,148,1331,3,sin,sin,sin
1180,88,501,3.25,sin,sin,sin
1181,111,233,0.25,sin,sin,sin
1182,22,116,2.75,sin,sin,sin
1183,107,1802,2.75,sin,sin,sin
1184,99,38,4.5,sin,sin,sin
1185,149,12517,0,sin,sin,sin
1186,10,1011,90,sin,sin,sin
1187,79,1372,32,sin,sin,sin
1188,108,121,3.5,sin,sin,sin
1189,131,121,32,sin,sin,sin
1190,125,113,1,sin,sin,sin
1191,23,375,,positivo,Nisiquiera la mejor de las odas podría describir este juego,No entiendo el motivo por el cual no han sacado una nueva entrega aún
1192,134,1942,4.75,sin,sin,sin
1193,146,59,3.5,sin,sin,sin
1194,40,9730,4.5,sin,sin,sin
1195,135,427,75,sin,sin,sin
1196,12,472,100,sin,sin,sin
1197,46,1331,2.5,sin,sin,sin
1198,85,72,10,sin,sin,sin
1199,54,1164,4.5,sin,sin,sin
1200,121,7599,2,sin,sin,sin
1201,35,501,16,sin,sin,sin
1202,23,72,3.75,sin,sin,sin
1203,28,623,1,sin,sin,sin
1204,99,7351,24,sin,sin,sin
1205,126,40,16,sin,sin,sin
1206,126,71,4,sin,sin,sin
1207,100,40,3,sin,sin,sin
1208,11,19560,0.5,sin,sin,sin
1209,40,20,,negativo,Parace una broma que existe un juego como este,No logré comprender la idea del juego
1210,89,1068,,negativo,Peor juego,Honestamente prefiero jugar a mirar el techo
1211,122,1331,52,sin,sin,sin
1212,142,730,0,sin,sin,sin
1213,38,673,4.5,sin,sin,sin
1214,135,40,75,sin,sin,sin
1215,123,512,3.5,sin,sin,sin
1216,27,1887,10,sin,sin,sin
1217,124,960,3,sin,sin,sin
1218,107,38,0.5,sin,sin,sin
1219,54,731,33.5,sin,sin,sin
1220,44,501,16,sin,sin,sin
1221,11,7599,2.5,sin,sin,sin
1222,138,500,1,sin,sin,sin
1223,85,8173,1.5,sin,sin,sin
1224,76,73,0,sin,sin,sin
1225,133,7342,1.25,sin,sin,sin
1226,84,559,1.5,sin,sin,sin
1227,113,1985,4.75,sin,sin,sin
1228,111,545,4.25,sin,sin,sin
1229,134,549,48,sin,sin,sin
1230,95,866,3.25,sin,sin,sin
1231,78,559,0.75,sin,sin,sin
1232,149,1331,32,sin,sin,sin
1233,38,501,1,sin,sin,sin
1234,28,109,52,sin,sin,sin
1235,103,7334,40,sin,sin,sin
1237,82,128,4,sin,sin,sin
1238,118,538,100,sin,sin,sin
1239,45,25076,52,sin,sin,sin
1240,141,39,3.5,sin,sin,sin
1241,28,493,15.5,sin,sin,sin
1242,138,40,1.75,sin,sin,sin
1243,76,1262,0.75,sin,sin,sin
1244,115,358,5,sin,sin,sin
1245,108,7342,48,sin,sin,sin
1246,107,1070,46,sin,sin,sin
1247,139,12517,2.25,sin,sin,sin
1248,121,1074,18.5,sin,sin,sin
1250,40,16,3,sin,sin,sin
1251,106,559,48,sin,sin,sin
1252,74,1887,4.75,sin,sin,sin
1253,32,75,2.25,sin,sin,sin
1254,92,75,90,sin,sin,sin
1255,120,26758,33.5,sin,sin,sin
1256,142,1942,24,sin,sin,sin
1257,124,2155,1.25,sin,sin,sin
1258,141,1942,1.5,sin,sin,sin
1259,135,113,16,sin,sin,sin
1260,148,1029,0.25,sin,sin,sin
1261,148,529,48,sin,sin,sin
1262,45,343,32,sin,sin,sin
1263,140,1802,80.25,sin,sin,sin
1264,120,6036,16,sin,sin,sin
1265,138,358,3,sin,sin,sin
1266,47,623,3,sin,sin,sin
1267,109,1887,60,sin,sin,sin
1268,122,549,,negativo,No sé como logró subir por los 9 círculos del infierno este juego,Prefiero estar de acuerdo con sclaper antes que darle un buen review a este juego
1269,121,121,4,sin,sin,sin
1270,134,116,1,sin,sin,sin
1271,137,1871,75,sin,sin,sin
1272,11,6801,3.5,sin,sin,sin
1273,128,960,4.5,sin,sin,sin
1274,109,1020,1.5,sin,sin,sin
1275,100,551,1.25,sin,sin,sin
1276,77,533,52,sin,sin,sin
1277,105,116,52,sin,sin,sin
1278,9,37,4.25,sin,sin,sin
1279,146,7351,5,sin,sin,sin
1280,100,1871,5,sin,sin,sin
1281,80,565,2.5,sin,sin,sin
1282,88,7344,4.25,sin,sin,sin
1283,86,1074,11,sin,sin,sin
1284,150,1068,45.5,sin,sin,sin
1285,125,18,,positivo,Más bueno que el pan con chancho,Interesante
1286,103,16,3.75,sin,sin,sin
1287,101,960,4.5,sin,sin,sin
1288,38,559,1.25,sin,sin,sin
1289,102,72,1.25,sin,sin,sin
1290,129,20,39.5,sin,sin,sin
1291,44,533,2.75,sin,sin,sin
1292,133,2031,26,sin,sin,sin
1293,97,1020,2.5,sin,sin,sin
1294,134,109,16,sin,sin,sin
1295,88,,,sin,sin,sin
1296,122,549,0.5,sin,sin,sin
1297,102,19565,1.25,sin,sin,sin
1298,118,40,3.25,sin,sin,sin
1299,78,2031,47,sin,sin,sin
1300,54,673,5,sin,sin,sin
1301,38,1871,60,sin,sin,sin
1302,141,74,,negativo,Muy Malo,Prefiero estar de acuerdo con sclaper antes que darle un buen review a este juego
1304,148,16,4.75,sin,sin,sin
1305,82,478,1,sin,sin,sin
1306,110,9730,48,sin,sin,sin
1307,142,7323,3.75,sin,sin,sin
1308,150,15,1.5,sin,sin,sin
1309,117,37,2,sin,sin,sin
1310,100,25076,10,sin,sin,sin
1311,97,26758,39,sin,sin,sin
1312,150,1372,3.5,sin,sin,sin
1313,146,358,100,sin,sin,sin
1314,86,1887,24,sin,sin,sin
1315,76,7346,4.75,sin,sin,sin
1316,91,11198,4.5,sin,sin,sin
1317,19,501,3.25,sin,sin,sin
1318,36,1985,1,sin,sin,sin
1319,86,124,1.75,sin,sin,sin
1320,64,11208,,negativo,Em... tenía final el juego?,Este juego viene directamente de Mordor
1321,134,1331,16,sin,sin,sin
1322,142,529,4.25,sin,sin,sin
1323,109,43,4.75,sin,sin,sin
1324,143,1942,4,sin,sin,sin
1325,136,434,75,sin,sin,sin
1326,101,1262,0,sin,sin,sin
1327,147,12517,75,sin,sin,sin
1328,80,21,1.25,sin,sin,sin
1329,130,1871,3.25,sin,sin,sin
1330,110,15,16,sin,sin,sin
1331,28,1262,0,sin,sin,sin
1332,116,1887,4.75,sin,sin,sin
1333,104,673,52,sin,sin,sin
1334,100,7342,0,sin,sin,sin
1335,143,1026,1.25,sin,sin,sin
1336,107,731,43,sin,sin,sin
1337,127,538,16,sin,sin,sin
1338,117,11198,0.5,sin,sin,sin
1339,117,358,3.75,sin,sin,sin
1340,13,1985,1.5,sin,sin,sin
1341,105,731,,positivo,Horas de diversión,Mejor que manjarate
1342,23,6036,11.5,sin,sin,sin
1343,131,2031,,positivo,Más bueno que el pan con chancho,No puedo creer que no haya jugado esto antes
1344,28,6801,3.75,sin,sin,sin
1345,94,1262,80.25,sin,sin,sin
1346,127,14593,3,sin,sin,sin
1347,107,7344,52,sin,sin,sin
1348,136,127,24,sin,sin,sin
1349,83,11133,3.5,sin,sin,sin
1350,104,7346,4.75,sin,sin,sin
1351,54,74,,negativo,No sé como logró subir por los 9 círculos del infierno este juego,Cómo arruinar tu vida en 1 simple paso: compra este juego
1352,104,16,2.5,sin,sin,sin
1353,88,1331,0.75,sin,sin,sin
1354,102,40,2.5,sin,sin,sin
1355,102,116,48,sin,sin,sin
1356,139,622,48,sin,sin,sin
1357,136,75,2,sin,sin,sin
1358,81,866,3.75,sin,sin,sin
1359,108,25076,4.75,sin,sin,sin
1360,40,537,3.5,sin,sin,sin
1361,96,2993,3.5,sin,sin,sin
1362,119,327,0,sin,sin,sin
1363,85,7344,1.5,sin,sin,sin
1364,147,472,100,sin,sin,sin
1365,76,39,4.5,sin,sin,sin
1366,91,979,4.5,sin,sin,sin
1367,143,127,1.25,sin,sin,sin
1368,41,7344,1,sin,sin,sin
1369,150,7344,10,sin,sin,sin
1370,38,7342,75,sin,sin,sin
1372,47,730,2.5,sin,sin,sin
1373,28,1266,16,sin,sin,sin
1374,138,7346,3.5,sin,sin,sin
1375,36,1070,33,sin,sin,sin
1377,54,20,32,sin,sin,sin
1378,115,1029,90,sin,sin,sin
1379,129,1074,47,sin,sin,sin
1380,139,730,0.25,sin,sin,sin
1381,148,1942,5,sin,sin,sin
1382,93,7344,3.75,sin,sin,sin
1384,115,126,24,sin,sin,sin
1385,121,493,24,sin,sin,sin
1386,101,1871,100,sin,sin,sin
1387,47,109,32,sin,sin,sin
1388,47,358,0.75,sin,sin,sin
1389,144,6801,24,sin,sin,sin
1390,45,974,24,sin,sin,sin
1391,146,622,1,sin,sin,sin
1392,133,9730,27.5,sin,sin,sin
1393,139,533,80.25,sin,sin,sin
1394,148,533,4.25,sin,sin,sin
1395,120,623,4.75,sin,sin,sin
1396,9,538,5,sin,sin,sin
1397,76,974,48,sin,sin,sin
1398,83,40,1,sin,sin,sin
1399,123,1970,90,sin,sin,sin
1400,98,498,9,sin,sin,sin
1401,22,72,4.25,sin,sin,sin
1402,99,1121,4,sin,sin,sin
1403,35,673,32,sin,sin,sin
1404,137,71,1.5,sin,sin,sin
1405,127,1802,90,sin,sin,sin
1406,93,12517,24,sin,sin,sin
1407,102,74,19,sin,sin,sin
1408,12,8173,90,sin,sin,sin
1409,28,1871,1.5,sin,sin,sin
1410,135,529,24,sin,sin,sin
1411,135,128,0,sin,sin,sin
1412,126,501,16,sin,sin,sin
1413,124,21,4,sin,sin,sin
1414,129,1121,4.75,sin,sin,sin
1415,89,233,3,sin,sin,sin
1416,54,11156,3.75,sin,sin,sin
1417,145,533,0.5,sin,sin,sin
1418,76,1970,10,sin,sin,sin
1419,45,3025,1.25,sin,sin,sin
1420,140,39,4.5,sin,sin,sin
1421,117,14593,0,sin,sin,sin
1422,146,960,48,sin,sin,sin
1423,142,73,90,sin,sin,sin
1424,144,1070,39.5,sin,sin,sin
1425,102,75,1.75,sin,sin,sin
1426,11,1266,0,sin,sin,sin
1427,79,343,0.5,sin,sin,sin
1428,11,673,0,sin,sin,sin
1429,136,15,1.75,sin,sin,sin
1430,125,126,13.5,sin,sin,sin
1431,110,37,1.75,sin,sin,sin
1432,112,1020,4.75,sin,sin,sin
1433,11,1970,24,sin,sin,sin
1434,28,7342,2,sin,sin,sin
1435,27,127,4,sin,sin,sin
1436,148,2993,0.5,sin,sin,sin
1437,41,673,2.75,sin,sin,sin
1438,79,559,1,sin,sin,sin
1439,64,14593,24,sin,sin,sin
1440,94,43,3,sin,sin,sin
1441,36,427,2.25,sin,sin,sin
1442,99,2155,90,sin,sin,sin
1443,145,239,42,sin,sin,sin
1444,118,732,75,sin,sin,sin
1445,45,1266,3.25,sin,sin,sin
1446,127,7344,100,sin,sin,sin
1447,38,73,1,sin,sin,sin
1448,11,1121,90,sin,sin,sin
1449,46,2155,80.25,sin,sin,sin
1450,116,231,3,sin,sin,sin
1452,105,559,100,sin,sin,sin
1453,94,500,1,sin,sin,sin
1454,95,109,1.25,sin,sin,sin
1455,104,498,29.5,sin,sin,sin
1456,40,498,43.5,sin,sin,sin
1457,108,239,,positivo,Vine buscando cobre y encontré oro,Quien necesita un sniker cuando tienes el pedazo de juego a tu disposición
